order_item_id,order_id,product_id,quantity,price
9b6d8ca6-9aab-46b3-b594-67f886959d88,ORD_10,PROD_32,2,435.45
bf21b324-c7b1-4269-b9a6-bef70e21b1ac,ORD_10,PROD_12,3,233.42
8aae7957-08e8-4193-8993-67bede2cb02e,ORD_10,PROD_64,2,89.14
e11c3a30-a987-485c-8cc7-fe12f4fab68e,ORD_11,PROD_5,2,69.85
a91ee219-339a-440e-8c70-f99ddc6386fd,ORD_11,PROD_10,1,278.36
e8dd2886-f081-4c8a-a1a2-47236e5db75e,ORD_11,PROD_61,2,218.19
69fb3852-b1bb-41e9-88a6-e1c4e90c94f7,ORD_12,PROD_42,1,54.36
92138c7f-f1fa-44f6-a51a-83fee5732cef,ORD_12,PROD_67,3,251.35
830db161-24f8-45ae-a6b1-1b9c66124a73,ORD_12,PROD_79,3,57.79
77acbcb9-cc03-4ac5-9a3a-4d989c663c6b,ORD_12,PROD_10,3,278.36
6839eb36-71bb-4d70-bf83-bcbe1ea354e8,ORD_13,PROD_40,1,169.34
f53fc04f-bd08-4632-9178-c14d75a30b41,ORD_13,PROD_32,1,435.45
f4040f5b-cb78-488a-812b-9080cb8f34e4,ORD_13,PROD_43,1,12.6
7470dd67-ec3e-4054-afbd-eb9ed2fc6dbc,ORD_13,PROD_66,1,311.76
f68f02bc-67c1-4d0c-9c42-972139012eb4,ORD_14,PROD_4,1,105.76
08265d10-8f95-4a92-8c93-32a68a38f9f0,ORD_14,PROD_34,1,428.73
b683caf2-cf56-414a-b0db-000b5484f420,ORD_15,PROD_64,2,89.14
529efb0e-c5b2-441f-bb1b-50841e189ec0,ORD_15,PROD_33,1,288.04
89f9cd82-203f-445e-bc35-470b2af8cee1,ORD_15,PROD_41,3,437.72
54bf56f8-6787-4d6e-bb11-cfdbf7e8a702,ORD_15,PROD_55,2,219.82
291ebfea-c874-452e-959b-c7db18d76bcb,ORD_16,PROD_37,1,196.11
f1638ba5-a7f4-4c33-999c-0e810e9dc3f4,ORD_16,PROD_69,2,320.76
100a3694-932f-4eae-9507-63d4ea758725,ORD_16,PROD_54,1,498.73
f825e36f-e261-4fed-982d-74406dde28c5,ORD_16,PROD_37,2,196.11
904574e4-e382-40d1-bae4-c18237653d00,ORD_17,PROD_33,3,288.04
7b316e33-98d8-4c59-b19d-23b26f16dee8,ORD_17,PROD_50,3,315.27
12365a52-24ed-47dc-adaa-fb364ecb30fd,ORD_17,PROD_44,2,207.94
fa5dc40b-8734-48ea-9061-20c22cbce4ef,ORD_18,PROD_67,2,251.35
0f71983a-c477-4415-a70c-02a835d83213,ORD_18,PROD_89,1,113.41
a99b8a3e-905c-49f2-b60c-85de497b2246,ORD_18,PROD_31,3,191.72
253bfee8-84dd-4e2f-89c3-83e1cf4b986b,ORD_18,PROD_42,1,54.36
9e10641b-a411-4679-b4b6-bc4e7852a493,ORD_19,PROD_92,2,157.92
7e8a0934-15b9-42ca-b334-73646c90da77,ORD_20,PROD_19,1,194.88
0ed90f26-b6e7-4100-a63a-e0c1ed5ca980,ORD_21,PROD_12,1,233.42
0e3f862b-676c-4a33-8c6d-9778255bb6bc,ORD_21,PROD_2,1,313.2
817cf337-6781-4e15-87b1-01ae588d757d,ORD_21,PROD_54,3,498.73
d9ce25c9-b2a8-4f88-aff5-63eb9013718f,ORD_22,PROD_43,3,12.6
b381d5fe-9e7c-4697-ba4c-1687bed07b14,ORD_22,PROD_25,3,145.01
91c89225-756e-4797-8b78-9d8f3540276b,ORD_22,PROD_65,3,306.7
3f7a4466-c4a1-4fc4-8455-afd27beeba3b,ORD_23,PROD_56,3,381.38
e8a58bc0-06a8-4388-b75f-71d170d0c046,ORD_23,PROD_0,1,233.68
b93e4957-09b3-4ba5-9904-ed9f0625227e,ORD_24,PROD_60,2,150.22
abcbef20-da79-43d7-809f-d2d184d5d766,ORD_24,PROD_70,1,131.39
76866079-4515-4125-90f8-bb4102188f34,ORD_25,PROD_57,2,224.62
7f40ba9a-3a20-43f5-ae40-24f3dbff7bf3,ORD_25,PROD_30,3,169.56
04a9c76e-80de-4f01-831f-53c1ae65a11e,ORD_26,PROD_85,2,455.76
2278b381-64fe-4c1e-804f-59ed0d00ea92,ORD_27,PROD_30,2,169.56
f54f0724-546f-4f0f-b53c-f3bb68663a26,ORD_28,PROD_43,2,12.6
ccac3636-a753-4c23-b70b-7ecda63ac285,ORD_29,PROD_10,3,278.36
849c10d9-a682-4fb0-8734-9ee695e4af90,ORD_29,PROD_41,1,437.72
8fc71f2b-ea45-4d60-8067-a6e5ee073583,ORD_29,PROD_38,2,250.19
51a8e32c-6131-41f5-abda-afec114b554d,ORD_30,PROD_73,1,83.2
f54d0b1e-6cd1-4dd6-bb21-6b58c92da387,ORD_30,PROD_71,1,449.96
701d83ff-1b68-4282-a6ef-02e9f4d4136c,ORD_31,PROD_11,3,116.23
f8c169a6-7ab0-4b2f-8e89-12562519aaaa,ORD_31,PROD_94,3,367.52
55c262e6-a403-47bb-ab3d-ca5ad1d6c1ee,ORD_31,PROD_57,2,224.62
8b3166e2-9fe8-4af5-95c0-a5c870ead1ae,ORD_31,PROD_18,2,231.11
ab3104d8-578f-410f-822c-0549504f5f26,ORD_32,PROD_82,3,15.86
66729c88-ce87-4c37-bd51-9a1330b59afd,ORD_32,PROD_62,3,267.93
d03bd54f-6e15-4e08-a3d2-4f89847520ba,ORD_32,PROD_46,1,172.59
c7db99e3-d26a-415e-8935-3f15a1df5f0c,ORD_33,PROD_31,1,191.72
80e1d82c-63d9-4372-8c91-7d815c92c670,ORD_33,PROD_49,3,193.1
24e1e6c5-a116-485f-b216-f20bf10fc08e,ORD_33,PROD_43,3,12.6
a1389294-e2d8-457f-8eb5-13d032c3a94b,ORD_34,PROD_73,2,83.2
1cb57a6d-d92e-4248-85c2-01e9bac1a2bf,ORD_34,PROD_54,3,498.73
886de92f-b205-4dff-b41a-3edb5762226a,ORD_34,PROD_25,3,145.01
a8c8a91e-b868-4a13-ac49-a73c064098cc,ORD_34,PROD_94,3,367.52
941a14c4-2efd-4f06-86c3-5568cafca056,ORD_35,PROD_19,1,194.88
ffc2a32f-9687-414d-be95-96cb0c857357,ORD_35,PROD_41,1,437.72
181863c9-e503-478c-8433-5e0bf7ea13e5,ORD_36,PROD_10,2,278.36
ecc5e7bc-14b6-4a4d-835f-72f7eef57911,ORD_36,PROD_8,1,400.66
3e07962e-677a-4140-ab0a-38c07f092bc6,ORD_36,PROD_29,3,271.6
eb750228-bbc0-4c14-bee0-3a5177bb5390,ORD_37,PROD_55,3,219.82
1c3bb87d-4bd9-4e83-a072-ad8022fe0e03,ORD_38,PROD_52,1,310.64
d782612b-a1c1-4106-917e-2baad95ff726,ORD_38,PROD_22,2,387.47
efc10320-1eda-49b7-a392-362a644476c6,ORD_38,PROD_95,2,455.27
4929a61b-eb88-42ff-bb93-42d7f646d100,ORD_38,PROD_27,1,499.46
8455352e-6547-4d05-9d1a-976605892aab,ORD_39,PROD_4,2,105.76
5ddd941f-1c31-4960-8ab8-241d78c50413,ORD_39,PROD_1,1,97.85
d0473c33-7d91-471a-9130-e8ea73839557,ORD_40,PROD_60,1,150.22
0d33d4ee-4343-47ad-8d73-17101817fee3,ORD_41,PROD_42,2,54.36
f1acd1d8-2e64-44ee-b928-3fe82af27751,ORD_41,PROD_38,2,250.19
b11607e3-809a-4068-8a05-4aa86400cb67,ORD_42,PROD_12,3,233.42
b45799a9-9d27-486d-af61-e2bd3290b66a,ORD_42,PROD_99,3,267.77
9160bc13-f7fe-4fa8-9696-55f65e3af4ff,ORD_42,PROD_60,1,150.22
a9ca1c78-fd6a-4826-923d-1897fecf2d6a,ORD_43,PROD_2,2,313.2
fa57562a-5f6d-48fb-a07e-3ac294a94815,ORD_44,PROD_37,2,196.11
518f8c6d-5ab9-4b9f-9214-b3d6327af990,ORD_44,PROD_98,3,438.85
87a010b7-4f5b-45bc-95fe-79ca4e1cb503,ORD_44,PROD_44,2,207.94
d238f091-2981-4c64-8128-95e86285b78d,ORD_44,PROD_85,3,455.76
fcfe79e7-18c1-469f-be98-f9e88ed1faa0,ORD_45,PROD_62,2,267.93
8850e64f-6926-4144-9f13-6008ae145c1c,ORD_45,PROD_3,3,314.58
2b20a4f4-5b47-4058-a233-5bce65423252,ORD_46,PROD_0,2,233.68
e1e84aab-5747-47ef-9493-640c74099b81,ORD_47,PROD_45,2,42.04
ec164966-6463-4025-96d8-165eee5b05e5,ORD_47,PROD_97,2,104.39
204564e6-b4c6-4a35-b590-1f90d2c93569,ORD_48,PROD_12,2,233.42
9b5bbfbc-a968-483e-aab6-ea0cef06ef4e,ORD_48,PROD_91,2,315.98
3ae0ac9b-8e1b-4d31-b5c8-775ebf95adbc,ORD_48,PROD_20,3,256.58
e9c9c5d5-460c-4152-9253-b7f9d851de9e,ORD_48,PROD_37,3,196.11
8136ef54-e601-4911-8f0e-bbdfb1d2d048,ORD_49,PROD_82,1,15.86
f611b4d1-a10c-4272-9b50-6c31b437c52d,ORD_49,PROD_9,2,158.82
1eeaf3ce-d530-4042-ad9a-ebfc394dc4ba,ORD_49,PROD_22,2,387.47
c01cba82-b1fc-4fc8-a940-795946b0458c,ORD_49,PROD_64,3,89.14
399a637e-ceab-4a01-8eb3-36401c175101,ORD_50,PROD_86,2,417.26
67004960-e8dd-4ffc-ad58-2f5db78fb4f7,ORD_50,PROD_68,3,75.84
effc3d11-b813-4176-b21c-ad4185336c47,ORD_51,PROD_10,1,278.36
8a1b6340-1601-442e-a6e3-1d98d7a31213,ORD_51,PROD_44,1,207.94
fc4c61c3-936c-4f1c-8abf-b923bac11caa,ORD_51,PROD_29,3,271.6
8dd8d0d0-e66d-49fd-8a3e-fa52020b559d,ORD_51,PROD_10,2,278.36
fcd12aa0-a3f4-43c2-8f62-2ebc1ed76b90,ORD_52,PROD_62,3,267.93
ff8d2d75-6779-41ef-9e74-7f3f214683e1,ORD_52,PROD_92,1,157.92
90bf5b7b-632e-49b9-89ce-55a9c647590d,ORD_52,PROD_46,3,172.59
ed308da2-16ec-4714-8b93-77552f62d6b0,ORD_52,PROD_97,3,104.39
7f9ba68b-e6ad-4029-9c58-a24838ef02f2,ORD_53,PROD_22,2,387.47
4cdbaea1-1e42-4de0-880a-d50cff41b837,ORD_53,PROD_42,3,54.36
e57f4c81-4f8a-49f0-9067-21fdfa11610d,ORD_54,PROD_88,2,305.5
31736425-2a5b-4753-9040-1bd6d4583954,ORD_55,PROD_74,2,472.89
f9e54791-5527-4c3e-abde-fd2c22ee14b6,ORD_55,PROD_74,1,472.89
0d348999-1380-41dc-b258-41ee5930953f,ORD_55,PROD_94,2,367.52
7ab049fb-7132-4100-9256-ddc3c036f09a,ORD_55,PROD_56,2,381.38
56632ddf-b900-4466-9f2e-489f1d75e227,ORD_56,PROD_29,1,271.6
f4f6b7b4-ff47-42ba-9f7d-eb1cf3b21b92,ORD_56,PROD_41,3,437.72
531b8516-9b0a-4e02-a67d-6af01650a45b,ORD_57,PROD_97,1,104.39
755edd32-0a94-46e8-bfbe-4592a9bdf7ad,ORD_57,PROD_28,3,433.3
91f1b327-5cb8-49a1-81e9-c07e03d2009b,ORD_57,PROD_83,2,140.87
687d3d67-ecdc-4ef8-93b5-2e48433d15e1,ORD_58,PROD_13,3,325.62
7cdad182-6bb2-4704-bbd6-53cf7851950f,ORD_58,PROD_71,1,449.96
de850600-8e4d-4178-939b-150f0dd42b54,ORD_58,PROD_89,3,113.41
77f28351-f3c9-4c47-997b-038f1be7578e,ORD_59,PROD_90,1,312.34
a68daf84-9b0b-4f7b-8ce9-d6f6b9cbf70c,ORD_60,PROD_89,3,113.41
af1e3cf3-8ab5-4d05-a0b8-3b1d2c2c25fd,ORD_61,PROD_82,2,15.86
82911614-851a-4904-8dca-bcf4ed895bde,ORD_61,PROD_88,1,305.5
0d64126d-40c2-465a-a1ff-7df0f836da94,ORD_61,PROD_21,2,432.69
03daaffd-8102-4f4f-8e9a-69651fc89a2e,ORD_61,PROD_34,3,428.73
a301cdb7-17ce-4dd5-96eb-c4f877ee47f5,ORD_62,PROD_27,2,499.46
e893b20b-ac35-4f74-bb33-da2bf57124ca,ORD_62,PROD_13,2,325.62
273eed42-ee67-4428-b1f5-8aab43fda9fb,ORD_62,PROD_69,3,320.76
2d075f15-0ba6-4407-b959-542da8a0c949,ORD_63,PROD_66,3,311.76
8867162a-6482-4271-9707-f572f0c58381,ORD_64,PROD_90,1,312.34
9243d9d3-eb80-480a-9257-c0a9f2594a7b,ORD_65,PROD_97,1,104.39
82ae2bca-0a88-4253-b922-a4c25e10d083,ORD_65,PROD_17,1,490.22
c3409c0c-d224-4592-8148-de1c468f991b,ORD_65,PROD_45,2,42.04
84996715-d2fc-45bf-9694-809bf8c7b0e1,ORD_65,PROD_74,1,472.89
49a745f1-0210-4521-8a07-b2e299f431bc,ORD_66,PROD_76,2,346.71
bb5b8775-6681-45fa-9a64-45367b6cb200,ORD_67,PROD_66,2,311.76
6c1670e4-72e6-46cd-9b66-980671d6bfa9,ORD_67,PROD_94,3,367.52
0da890fe-0930-40ee-90d5-ff181c12519e,ORD_67,PROD_82,3,15.86
e908be38-a52b-4fed-b2a7-6ce72ed0bfb9,ORD_68,PROD_80,3,288.1
6855b4b3-c2ae-4eb8-be56-e8c18337a885,ORD_68,PROD_48,2,426.91
0d8f348c-0f2f-4e49-ae89-4673de982a8d,ORD_68,PROD_0,3,233.68
e7fe138f-e9ad-487c-82fe-86982a1e76eb,ORD_68,PROD_73,2,83.2
2b309614-3e52-4dc0-94bf-6836f3b64a86,ORD_69,PROD_83,1,140.87
65e4e8af-2637-4d01-a5ce-f127e578bf9e,ORD_69,PROD_29,1,271.6
9671420c-dcbd-4199-90d2-b1f519c6e458,ORD_69,PROD_94,1,367.52
c71c122d-712f-43a1-ad81-bddfd457ff63,ORD_70,PROD_96,3,375.0
081579c3-06ab-40a0-b275-191faaf25515,ORD_71,PROD_17,3,490.22
3edfe8e8-b53c-41d8-8eb3-cec7adc54d18,ORD_71,PROD_15,1,256.89
ff85948a-c659-4e56-abbc-7bb6032090d5,ORD_71,PROD_95,2,455.27
9ee60d25-053d-4e18-bdee-c03bca7b5a3a,ORD_72,PROD_51,1,436.83
bea378d3-dd1f-41f2-9d35-131e33e1a9a9,ORD_73,PROD_33,1,288.04
051eee04-5435-4eaf-8981-0b8d87b0c705,ORD_73,PROD_99,1,267.77
8ec116dc-1294-4edc-9fdb-ddd4b5a81cf9,ORD_73,PROD_30,1,169.56
a2b62cf0-0313-42f8-b744-825fbc2e0e30,ORD_73,PROD_23,3,173.24
5637e85f-2c34-4f1e-9fac-b1aeeae85f6f,ORD_74,PROD_63,2,342.49
38f2485f-df17-4de1-96ef-2b17294c6df0,ORD_74,PROD_59,3,165.57
6e40b523-7c21-4a46-b2ab-f1cf74b2652e,ORD_74,PROD_39,2,67.49
4dae6614-c21d-43fc-9d8a-a8fb167687b3,ORD_74,PROD_92,3,157.92
d063a080-e8c8-4c02-ab91-572c6c02dc3a,ORD_75,PROD_23,2,173.24
1e978c01-385d-407e-8b4b-8db1c6ef2edb,ORD_75,PROD_75,3,153.08
f6d39fdc-486c-45be-a3ba-a60c619165ad,ORD_75,PROD_44,3,207.94
a84fbcac-c0ea-4971-a655-e61ea43871ed,ORD_75,PROD_0,2,233.68
f853ed11-0802-4bf0-bd6b-df9390925d9d,ORD_76,PROD_37,2,196.11
98f18d20-8e27-4383-b440-b45f51f95c52,ORD_76,PROD_73,1,83.2
31528be7-ccea-48dd-8e6d-36c20e6b0bef,ORD_76,PROD_98,1,438.85
6208b30a-46d7-4da1-8d9c-69c05e5e8acd,ORD_76,PROD_88,1,305.5
82ac695f-823f-4e2f-ace7-ab1b411d6a50,ORD_77,PROD_65,1,306.7
15358c4f-e06c-4392-80f2-ecd4f304988d,ORD_78,PROD_50,1,315.27
bf5dc808-6dfd-4365-b0cf-1c8ef9783e9b,ORD_79,PROD_17,1,490.22
0f60d903-93f3-4dc4-b149-492b92dc8939,ORD_79,PROD_98,1,438.85
ae67bbd9-e566-4ab5-b799-24eb6f038d28,ORD_80,PROD_44,3,207.94
73f81073-6b93-4d46-85d7-205df9926909,ORD_80,PROD_20,1,256.58
eb7076be-af19-42c0-bfd2-171ed07b12c2,ORD_80,PROD_41,3,437.72
157ae145-f88b-49f2-bcc1-6b61e7987892,ORD_80,PROD_99,1,267.77
d28afdfa-94bf-43d4-89ad-cee090fce429,ORD_81,PROD_58,3,452.19
9d843c36-90c4-4a72-91a1-265687e24647,ORD_81,PROD_82,3,15.86
3ab044d4-8e7e-45d4-8e4c-5347225db277,ORD_81,PROD_44,1,207.94
cc89cf39-c7d7-473d-94f5-d9db49a6b16c,ORD_81,PROD_49,1,193.1
a1711850-17ef-4851-8e14-376b906932d4,ORD_82,PROD_20,2,256.58
2dac8a66-7817-415f-bc42-3fe2cce0205d,ORD_82,PROD_44,1,207.94
14fd9ba2-a114-4352-be4a-4eb16bd1598a,ORD_82,PROD_60,2,150.22
b3d65afd-7ad1-488d-807f-0238b78f2750,ORD_83,PROD_4,1,105.76
6538e513-2d7b-4f00-9d53-df39d08da67d,ORD_83,PROD_34,1,428.73
c13e7939-fe00-4ef8-8dcd-2a43d8c57808,ORD_83,PROD_61,1,218.19
5bd97dcf-8423-4b46-8b49-bc49668e1990,ORD_83,PROD_76,1,346.71
58d9c092-72b1-44c6-9d16-9e17b47c6db3,ORD_84,PROD_52,2,310.64
92198269-b2ba-4aa0-b85f-b2e2a2425c1a,ORD_84,PROD_34,2,428.73
632c3220-d1ad-4a50-b911-70b2b461b7a4,ORD_84,PROD_29,1,271.6
ae89ed7a-6807-4825-bd5e-44c3bfd22a18,ORD_84,PROD_8,2,400.66
73f9820a-fbef-4c1e-b2f6-de4549baea9f,ORD_85,PROD_54,1,498.73
65215f4c-53d4-4963-9b2d-1d495a8b5ed2,ORD_85,PROD_97,2,104.39
db6f3864-90c5-4576-bc37-1d45cd93c1e5,ORD_86,PROD_86,1,417.26
e264bcc4-5ad2-459f-b50b-b05e1c7cf402,ORD_86,PROD_44,2,207.94
930ca7b0-eef9-4531-a095-8fd57f2eeb14,ORD_86,PROD_96,1,375.0
5ba1ceba-0ead-442e-9e8b-325f293e13ee,ORD_86,PROD_62,1,267.93
58351316-bd19-441c-974b-496e3f861267,ORD_87,PROD_73,2,83.2
b6ba811b-e0ad-4eb1-82ac-6147cec496bc,ORD_87,PROD_51,2,436.83
a6bf6544-87ec-466c-82ea-c2d4581fbef4,ORD_87,PROD_45,3,42.04
809ca908-edf9-46d2-93b0-0a456f11bf6b,ORD_87,PROD_43,3,12.6
543a708e-ffab-4ba8-a1ca-3eaec7ca60e7,ORD_88,PROD_46,1,172.59
4882ebcb-0047-4567-afcb-f9d323340e1d,ORD_88,PROD_75,2,153.08
35e3ffc1-d1a9-4e75-903c-4b100cebe579,ORD_88,PROD_95,2,455.27
2a54a272-555e-4149-afb5-b2772e0ecd3f,ORD_89,PROD_44,3,207.94
ac256747-b9f4-4f28-9895-7ed063047e35,ORD_89,PROD_41,3,437.72
b6bda537-27d1-4ad8-9358-3287ae4f7238,ORD_89,PROD_26,3,419.55
a537b0d8-6482-48dd-96c0-2d933eeec6ca,ORD_89,PROD_33,3,288.04
aca6eabc-5b22-47fb-b0ae-a471ceebcfd0,ORD_90,PROD_9,1,158.82
2aa67798-3429-47bd-871a-74a53620a126,ORD_90,PROD_18,3,231.11
ddfcfed7-0352-4338-a251-dd271d55eb9b,ORD_90,PROD_9,1,158.82
d8b5ca8f-c935-4211-b50e-3e74299b8f73,ORD_90,PROD_17,3,490.22
ba73aeb8-0d66-488c-8154-07fff761a91a,ORD_91,PROD_87,2,388.99
513962db-27de-4266-bd9e-5ea85c8db43e,ORD_92,PROD_16,3,210.67
11401b35-b2eb-4087-9282-fc8e6d8c30ad,ORD_92,PROD_78,1,499.69
12ab655a-e8d5-4584-bec1-c8e6d28d781c,ORD_92,PROD_48,2,426.91
36cd7cc3-8422-4a60-ad2d-64e9a73288d7,ORD_93,PROD_82,2,15.86
d9a86ac6-e617-496e-99e4-c5605892aef2,ORD_93,PROD_9,1,158.82
7abb4ef3-785d-4083-9baa-5ed7269815b2,ORD_93,PROD_79,2,57.79
c616ed7c-8a5a-434d-922f-061ab1cad523,ORD_93,PROD_91,3,315.98
3a3927ae-0455-479e-9135-9b1dc1baf09c,ORD_94,PROD_87,2,388.99
bfe0ee85-2c39-499c-9ac7-03d04766c977,ORD_94,PROD_36,3,354.09
c92aba0e-a7f2-4f9a-b837-8123e9e62315,ORD_94,PROD_96,2,375.0
d9f00010-08a0-4b7d-9a0e-5d45fda3cf8f,ORD_95,PROD_74,1,472.89
6e08f3f2-4ec5-4f4a-adb0-4dda69d9cdcf,ORD_96,PROD_18,3,231.11
05ead51a-0d95-4a78-a84a-6da0ebb3c353,ORD_96,PROD_64,1,89.14
c71a8d5c-2eb4-4268-9b7c-475446642add,ORD_96,PROD_76,2,346.71
d060fc9e-3eb8-4581-b8b9-c0e3e57aefa0,ORD_97,PROD_19,2,194.88
71906163-5eee-482f-91b5-887d5bd3df88,ORD_97,PROD_84,1,433.21
600d225c-0842-449c-ba82-e8019a215c3c,ORD_97,PROD_34,3,428.73
f80f31a0-f896-4523-abac-282660449ebe,ORD_98,PROD_97,3,104.39
07cdf0fd-efcd-402f-b91b-6449246664f5,ORD_98,PROD_61,3,218.19
28acdccc-6d12-434f-8315-4b80df626955,ORD_99,PROD_41,3,437.72
50ffe142-d439-4730-99c5-db27d48f3725,ORD_99,PROD_3,3,314.58
11b55368-7d6b-429e-ae7d-5a5a9527a42d,ORD_99,PROD_25,3,145.01
aeabed69-fb83-4937-aabf-2cce6f09cd86,ORD_100,PROD_59,1,165.57
61206d55-af13-4974-9bf6-4cbfa7f8c654,ORD_100,PROD_28,2,433.3
e5cc93ec-e1c5-4ce9-8ec6-a49a8a2f8a10,ORD_100,PROD_41,3,437.72
9f0de537-d6a8-4881-af4f-fa8d94c83164,ORD_100,PROD_16,3,210.67
1aad2747-e2a8-49d1-8cb7-fc062456d8ce,ORD_101,PROD_42,2,54.36
0d67ac2a-cff9-41fc-bee5-701aa5595755,ORD_101,PROD_18,3,231.11
eeee0c4a-b05f-4328-be7f-9bdd83344615,ORD_101,PROD_42,3,54.36
922cdab0-1808-4960-8937-3e9916a0e7ac,ORD_101,PROD_77,3,423.43
c4fdf8b1-d116-44c4-aa87-38c4499f44dd,ORD_102,PROD_53,2,317.42
f38d9067-4b6a-4377-82c5-e65c2835b7cd,ORD_102,PROD_93,1,21.52
ca310a4e-015e-4c13-ac15-d429944ad1ce,ORD_102,PROD_29,3,271.6
b796423c-e96a-429c-9c6c-cd7fbb980560,ORD_103,PROD_99,2,267.77
3c604934-21ae-4ab4-8dac-d4052f237901,ORD_103,PROD_28,3,433.3
f49561c8-067a-4714-a152-49cc2f29bbee,ORD_104,PROD_18,3,231.11
765c1699-4d0f-4cf7-8a40-e7a9392529c1,ORD_105,PROD_53,1,317.42
153960c1-e572-43f4-84d9-beca4306d9fc,ORD_105,PROD_75,1,153.08
03c5bd1b-1662-4932-85ad-798404c0709d,ORD_105,PROD_50,1,315.27
4d234648-b250-4ead-bd88-2cb1db5ad928,ORD_105,PROD_6,1,221.87
4afcb57f-fc69-4d7b-88fc-1ea53c8c1947,ORD_106,PROD_52,1,310.64
19c61e8b-3ede-4c41-abf2-8419ff1a9dad,ORD_106,PROD_90,2,312.34
7450db00-0035-4624-b094-9dc1a571cc3a,ORD_106,PROD_39,2,67.49
d9a6e428-997c-47cb-a911-196ca19fa176,ORD_106,PROD_37,2,196.11
759294ec-284f-4c4a-aa4d-a4131a750722,ORD_107,PROD_9,1,158.82
924799f9-2ee4-41d8-9e89-31b3136f99e9,ORD_107,PROD_22,3,387.47
44c0a652-9b4f-4329-af94-3b191718b771,ORD_108,PROD_55,1,219.82
ec84d6cd-382d-44e9-b220-c2106d3a820c,ORD_109,PROD_54,2,498.73
a2a5754f-96a0-4b63-947d-e8b932e9a20d,ORD_109,PROD_1,2,97.85
4af925e1-234f-46d3-ac6e-5b28839f5cd2,ORD_109,PROD_65,3,306.7
82d01cd7-aaef-487b-b9c9-6cda41ce06f8,ORD_110,PROD_19,1,194.88
3abb60da-16e6-4dfa-9e1c-3d39c44c3e5b,ORD_110,PROD_27,3,499.46
e9b4102a-7ba8-4824-be60-7fd3928ff12c,ORD_111,PROD_37,1,196.11
f4ccc550-8752-44b1-ac92-7eab2132534c,ORD_112,PROD_90,2,312.34
a90a76e0-646a-47b3-bb59-58e7bdeb9359,ORD_112,PROD_80,1,288.1
e348609a-d3a0-4b94-a39e-abaeb876c71a,ORD_112,PROD_27,3,499.46
480a57ce-a6db-41e9-8498-5abaa99d2b36,ORD_113,PROD_98,1,438.85
9995b7ab-7be2-4946-b50e-b8fc72410af0,ORD_113,PROD_69,3,320.76
d02f73f6-a9f5-40e6-8db0-4755bf39fdd3,ORD_114,PROD_40,2,169.34
55c8c82c-c1f6-42de-ba10-924376ef92db,ORD_114,PROD_40,2,169.34
9f12699a-245e-4e96-876d-2dde1fe1e8c4,ORD_115,PROD_61,2,218.19
f665ea4d-f66c-4fba-b152-db019fb4b097,ORD_115,PROD_87,1,388.99
ab561d6f-3620-46d8-8dad-6c0c25789f65,ORD_115,PROD_74,3,472.89
