order_id,customer_id,order_date,status
ORD_220,CUST_70,2025-12-13,PLACED
ORD_221,CUST_328,2025-08-17,SHIPPED
ORD_222,CUST_283,2026-02-27,CANCELLED
ORD_223,CUST_433,2025-07-30,PLACED
ORD_224,CUST_145,2026-03-09,PLACED
ORD_225,CUST_139,2025-09-02,CANCELLED
ORD_226,CUST_75,2025-09-09,PLACED
ORD_227,CUST_484,2025-12-28,SHIPPED
ORD_228,CUST_452,2025-10-24,PLACED
ORD_229,CUST_212,2026-03-24,SHIPPED
ORD_230,CUST_257,2025-10-11,PLACED
ORD_231,CUST_197,2026-03-10,SHIPPED
ORD_232,CUST_114,2026-04-06,SHIPPED
ORD_233,CUST_476,2026-03-01,CANCELLED
ORD_234,CUST_332,2025-10-31,PLACED
ORD_235,CUST_70,2026-04-01,SHIPPED
ORD_236,CUST_469,2025-08-22,CANCELLED
ORD_237,CUST_425,2026-02-08,CANCELLED
ORD_238,CUST_240,2025-09-03,CANCELLED
ORD_239,CUST_2,2026-03-11,PLACED
ORD_240,CUST_131,2025-12-31,PLACED
ORD_241,CUST_280,2025-06-13,CANCELLED
ORD_242,CUST_216,2026-02-23,SHIPPED
ORD_243,CUST_121,2025-11-17,PLACED
ORD_244,CUST_24,2025-12-19,SHIPPED
ORD_245,CUST_327,2025-06-06,SHIPPED
ORD_246,CUST_32,2026-02-23,SHIPPED
ORD_247,CUST_305,2025-07-20,PLACED
ORD_248,CUST_323,2025-07-31,CANCELLED
ORD_249,CUST_123,2026-02-06,SHIPPED
ORD_250,CUST_219,2026-04-20,CANCELLED
ORD_251,CUST_180,2025-12-18,CANCELLED
ORD_252,CUST_213,2026-01-15,CANCELLED
ORD_253,CUST_342,2026-03-08,CANCELLED
ORD_254,CUST_499,2025-10-18,PLACED
ORD_255,CUST_488,2025-07-25,CANCELLED
ORD_256,CUST_259,2025-08-04,CANCELLED
ORD_257,CUST_10,2025-10-03,SHIPPED
ORD_258,CUST_22,2025-05-30,SHIPPED
ORD_259,CUST_191,2025-12-12,CANCELLED
ORD_260,CUST_8,2025-10-20,PLACED
ORD_261,CUST_176,2025-12-18,CANCELLED
ORD_262,CUST_336,2025-06-03,PLACED
ORD_263,CUST_395,2025-06-27,CANCELLED
ORD_264,CUST_387,2025-11-01,PLACED
ORD_265,CUST_22,2025-10-22,CANCELLED
ORD_266,CUST_173,2025-05-26,PLACED
ORD_267,CUST_425,2025-05-05,SHIPPED
ORD_268,CUST_356,2025-08-18,CANCELLED
ORD_269,CUST_93,2026-02-10,PLACED
ORD_270,CUST_366,2025-08-29,PLACED
ORD_271,CUST_150,2026-01-07,PLACED
ORD_272,CUST_405,2026-01-08,PLACED
ORD_273,CUST_161,2025-11-13,CANCELLED
ORD_274,CUST_203,2025-07-16,SHIPPED
ORD_275,CUST_129,2026-04-02,CANCELLED
ORD_276,CUST_97,2025-11-25,SHIPPED
ORD_277,CUST_441,2026-03-27,CANCELLED
ORD_278,CUST_169,2025-12-02,PLACED
ORD_279,CUST_409,2025-10-14,SHIPPED
ORD_280,CUST_455,2025-09-28,CANCELLED
ORD_281,CUST_225,2025-10-05,SHIPPED
ORD_282,CUST_498,2026-01-15,SHIPPED
ORD_283,CUST_354,2025-08-09,SHIPPED
ORD_284,CUST_473,2025-07-29,SHIPPED
ORD_285,CUST_410,2026-03-09,CANCELLED
ORD_286,CUST_217,2026-03-11,SHIPPED
ORD_287,CUST_308,2026-01-18,CANCELLED
ORD_288,CUST_150,2025-11-07,PLACED
ORD_289,CUST_40,2025-11-04,CANCELLED
ORD_290,CUST_151,2025-11-15,SHIPPED
ORD_291,CUST_308,2025-09-14,PLACED
ORD_292,CUST_353,2025-09-05,SHIPPED
ORD_293,CUST_228,2026-03-30,CANCELLED
ORD_294,CUST_445,2025-10-22,CANCELLED
ORD_295,CUST_222,2025-12-01,CANCELLED
ORD_296,CUST_405,2026-03-22,PLACED
ORD_297,CUST_343,2025-05-29,SHIPPED
ORD_298,CUST_186,2025-08-01,CANCELLED
ORD_299,CUST_347,2026-01-29,PLACED
ORD_300,CUST_73,2025-06-13,CANCELLED
ORD_301,CUST_400,2025-09-08,PLACED
ORD_302,CUST_64,2026-03-17,PLACED
ORD_303,CUST_398,2025-05-25,SHIPPED
ORD_304,CUST_185,2025-10-06,CANCELLED
ORD_305,CUST_16,2025-06-15,PLACED
ORD_306,CUST_347,2025-09-02,SHIPPED
ORD_307,CUST_190,2025-09-05,PLACED
ORD_308,CUST_293,2026-02-09,CANCELLED
ORD_309,CUST_187,2025-09-29,SHIPPED
ORD_310,CUST_332,2025-11-29,PLACED
ORD_311,CUST_491,2026-02-21,PLACED
ORD_312,CUST_376,2026-01-15,SHIPPED
ORD_313,CUST_265,2025-10-04,CANCELLED
ORD_314,CUST_60,2025-12-07,SHIPPED
ORD_315,CUST_360,2025-09-04,PLACED
ORD_316,CUST_313,2025-11-25,CANCELLED
ORD_317,CUST_469,2025-08-12,PLACED
ORD_318,CUST_62,2026-02-10,PLACED
ORD_319,CUST_231,2026-01-22,CANCELLED
ORD_320,CUST_227,2026-03-07,CANCELLED
ORD_321,CUST_495,2025-11-08,CANCELLED
ORD_322,CUST_177,2025-04-22,PLACED
ORD_323,CUST_281,2025-07-17,SHIPPED
ORD_324,CUST_456,2025-11-18,PLACED
ORD_325,CUST_364,2025-04-22,CANCELLED
ORD_326,CUST_326,2026-01-21,SHIPPED
ORD_327,CUST_260,2025-12-27,PLACED
ORD_328,CUST_102,2026-02-08,PLACED
ORD_329,CUST_404,2025-08-11,PLACED
ORD_330,CUST_184,2025-07-11,CANCELLED
ORD_331,CUST_188,2025-08-24,CANCELLED
ORD_332,CUST_66,2025-06-11,PLACED
ORD_333,CUST_33,2025-11-13,SHIPPED
ORD_334,CUST_367,2025-08-18,CANCELLED
ORD_335,CUST_210,2025-09-23,CANCELLED
ORD_336,CUST_37,2026-02-15,SHIPPED
ORD_337,CUST_328,2026-03-14,SHIPPED
ORD_338,CUST_238,2025-05-07,CANCELLED
ORD_339,CUST_176,2026-02-14,CANCELLED
ORD_340,CUST_327,2025-06-24,PLACED
ORD_341,CUST_393,2026-02-13,SHIPPED
ORD_342,CUST_257,2026-03-23,PLACED
ORD_343,CUST_265,2026-02-01,SHIPPED
ORD_344,CUST_84,2026-01-28,SHIPPED
ORD_345,CUST_478,2025-04-22,PLACED
ORD_346,CUST_177,2025-07-29,SHIPPED
ORD_347,CUST_433,2026-03-11,SHIPPED
ORD_348,CUST_100,2025-05-30,CANCELLED
ORD_349,CUST_140,2026-02-15,CANCELLED
ORD_350,CUST_155,2025-06-10,CANCELLED
ORD_351,CUST_47,2025-08-06,CANCELLED
ORD_352,CUST_86,2025-06-21,CANCELLED
ORD_353,CUST_78,2026-01-23,CANCELLED
ORD_354,CUST_319,2025-06-15,SHIPPED
ORD_355,CUST_431,2025-07-06,PLACED
ORD_356,CUST_422,2026-04-06,PLACED
ORD_357,CUST_23,2025-05-27,CANCELLED
ORD_358,CUST_135,2025-05-22,PLACED
ORD_359,CUST_392,2025-07-02,SHIPPED
ORD_360,CUST_316,2025-05-28,PLACED
ORD_361,CUST_254,2025-06-03,CANCELLED
ORD_362,CUST_148,2025-05-27,SHIPPED
ORD_363,CUST_247,2025-12-16,CANCELLED
ORD_364,CUST_207,2025-11-19,SHIPPED
ORD_365,CUST_37,2025-05-03,PLACED
ORD_366,CUST_80,2025-09-07,SHIPPED
ORD_367,CUST_247,2025-08-26,PLACED
ORD_368,CUST_174,2025-06-14,PLACED
ORD_369,CUST_160,2025-11-08,CANCELLED
ORD_370,CUST_440,2025-10-26,SHIPPED
ORD_371,CUST_66,2025-10-13,CANCELLED
ORD_372,CUST_287,2026-02-25,SHIPPED
ORD_373,CUST_123,2025-08-25,PLACED
ORD_374,CUST_136,2025-09-02,PLACED
ORD_375,CUST_72,2026-03-02,PLACED
ORD_376,CUST_148,2025-10-06,CANCELLED
ORD_377,CUST_214,2025-12-14,PLACED
ORD_378,CUST_416,2025-11-04,CANCELLED
ORD_379,CUST_369,2025-11-11,PLACED
ORD_380,CUST_390,2026-01-29,SHIPPED
ORD_381,CUST_263,2025-08-24,SHIPPED
ORD_382,CUST_450,2025-11-14,SHIPPED
ORD_383,CUST_11,2026-03-05,SHIPPED
ORD_384,CUST_258,2025-08-29,PLACED
ORD_385,CUST_110,2025-06-26,SHIPPED
ORD_386,CUST_24,2026-03-26,SHIPPED
ORD_387,CUST_253,2025-06-19,CANCELLED
ORD_388,CUST_344,2025-08-23,SHIPPED
ORD_389,CUST_274,2026-04-16,PLACED
ORD_390,CUST_220,2026-02-11,SHIPPED
ORD_391,CUST_372,2025-10-15,SHIPPED
ORD_392,CUST_187,2026-03-28,SHIPPED
ORD_393,CUST_26,2025-07-03,CANCELLED
ORD_394,CUST_99,2025-10-17,CANCELLED
ORD_395,CUST_147,2026-03-14,SHIPPED
ORD_396,CUST_258,2025-09-02,CANCELLED
ORD_397,CUST_143,2025-06-05,CANCELLED
ORD_398,CUST_312,2026-02-19,PLACED
ORD_399,CUST_499,2026-03-02,SHIPPED
ORD_400,CUST_191,2025-10-29,CANCELLED
ORD_401,CUST_480,2025-10-15,PLACED
ORD_402,CUST_101,2025-06-16,CANCELLED
ORD_403,CUST_205,2025-08-07,PLACED
ORD_404,CUST_23,2026-04-01,PLACED
ORD_405,CUST_365,2025-11-01,SHIPPED
ORD_406,CUST_265,2025-08-30,PLACED
ORD_407,CUST_310,2025-07-31,PLACED
ORD_408,CUST_167,2025-06-11,SHIPPED
ORD_409,CUST_83,2025-10-01,CANCELLED
ORD_410,CUST_378,2025-11-18,CANCELLED
ORD_411,CUST_172,2025-08-04,CANCELLED
ORD_412,CUST_272,2025-08-13,CANCELLED
ORD_413,CUST_288,2025-11-18,SHIPPED
ORD_414,CUST_417,2026-04-12,SHIPPED
ORD_415,CUST_169,2025-05-11,PLACED
ORD_416,CUST_213,2025-06-26,SHIPPED
ORD_417,CUST_407,2025-05-03,CANCELLED
ORD_418,CUST_13,2025-06-19,SHIPPED
ORD_419,CUST_135,2025-05-20,CANCELLED
ORD_420,CUST_295,2025-12-25,CANCELLED
ORD_421,CUST_26,2025-06-26,SHIPPED
ORD_422,CUST_87,2025-07-26,CANCELLED
ORD_423,CUST_369,2025-06-07,SHIPPED
ORD_424,CUST_75,2025-05-07,PLACED
ORD_425,CUST_16,2025-07-01,CANCELLED
ORD_426,CUST_56,2026-01-13,PLACED
ORD_427,CUST_225,2025-11-11,SHIPPED
ORD_428,CUST_77,2025-09-21,CANCELLED
ORD_429,CUST_104,2025-09-22,CANCELLED
ORD_430,CUST_396,2025-06-11,SHIPPED
ORD_431,CUST_446,2026-03-20,CANCELLED
ORD_432,CUST_70,2025-07-29,PLACED
ORD_433,CUST_287,2025-11-05,CANCELLED
ORD_434,CUST_244,2025-07-25,SHIPPED
ORD_435,CUST_160,2026-01-22,SHIPPED
ORD_436,CUST_467,2025-07-22,SHIPPED
ORD_437,CUST_279,2025-10-21,CANCELLED
ORD_438,CUST_395,2025-05-07,CANCELLED
ORD_439,CUST_411,2025-05-01,SHIPPED
ORD_440,CUST_312,2025-08-16,PLACED
ORD_441,CUST_490,2025-12-15,SHIPPED
ORD_442,CUST_285,2025-11-19,PLACED
ORD_443,CUST_482,2025-11-19,SHIPPED
ORD_444,CUST_360,2026-01-04,CANCELLED
ORD_445,CUST_360,2025-08-13,SHIPPED
ORD_446,CUST_245,2025-10-24,CANCELLED
ORD_447,CUST_478,2025-12-01,SHIPPED
ORD_448,CUST_62,2025-07-01,CANCELLED
ORD_449,CUST_278,2025-10-08,SHIPPED
ORD_450,CUST_419,2025-10-26,PLACED
ORD_451,CUST_148,2026-03-30,SHIPPED
ORD_452,CUST_489,2026-03-11,SHIPPED
ORD_453,CUST_473,2025-09-06,CANCELLED
ORD_454,CUST_131,2025-08-18,PLACED
ORD_455,CUST_103,2025-07-19,SHIPPED
ORD_456,CUST_477,2025-07-07,CANCELLED
ORD_457,CUST_139,2026-02-09,PLACED
ORD_458,CUST_315,2025-06-24,PLACED
ORD_459,CUST_124,2026-03-26,CANCELLED
ORD_460,CUST_463,2025-07-23,PLACED
ORD_461,CUST_326,2025-12-22,PLACED
ORD_462,CUST_51,2025-09-21,SHIPPED
ORD_463,CUST_367,2025-08-22,PLACED
ORD_464,CUST_348,2026-02-09,PLACED
ORD_465,CUST_493,2025-07-13,PLACED
ORD_466,CUST_208,2025-05-21,SHIPPED
ORD_467,CUST_244,2025-05-22,PLACED
ORD_468,CUST_387,2025-11-24,SHIPPED
ORD_469,CUST_146,2025-05-25,PLACED
ORD_470,CUST_464,2026-03-06,CANCELLED
ORD_471,CUST_293,2025-12-23,CANCELLED
ORD_472,CUST_378,2026-04-01,PLACED
ORD_473,CUST_213,2026-01-20,PLACED
ORD_474,CUST_428,2025-09-29,SHIPPED
ORD_475,CUST_95,2025-11-23,PLACED
ORD_476,CUST_4,2025-11-19,CANCELLED
ORD_477,CUST_308,2026-02-25,SHIPPED
ORD_478,CUST_145,2025-08-31,CANCELLED
ORD_479,CUST_278,2025-07-26,SHIPPED
ORD_480,CUST_455,2026-02-11,CANCELLED
ORD_481,CUST_239,2025-12-02,PLACED
ORD_482,CUST_414,2026-02-22,SHIPPED
ORD_483,CUST_83,2025-08-29,CANCELLED
ORD_484,CUST_131,2026-01-15,PLACED
ORD_485,CUST_377,2025-10-30,SHIPPED
ORD_486,CUST_290,2025-05-10,PLACED
ORD_487,CUST_89,2025-06-12,CANCELLED
ORD_488,CUST_459,2025-09-25,SHIPPED
ORD_489,CUST_263,2025-11-04,PLACED
ORD_490,CUST_205,2025-05-13,PLACED
ORD_491,CUST_94,2026-02-08,SHIPPED
ORD_492,CUST_165,2025-12-14,PLACED
ORD_493,CUST_133,2025-10-06,PLACED
ORD_494,CUST_228,2025-12-05,SHIPPED
ORD_495,CUST_154,2025-06-26,CANCELLED
ORD_496,CUST_293,2026-04-15,SHIPPED
ORD_497,CUST_334,2025-10-18,CANCELLED
ORD_498,CUST_120,2026-03-20,CANCELLED
ORD_499,CUST_60,2025-08-25,SHIPPED
ORD_500,CUST_81,2025-09-25,CANCELLED
ORD_501,CUST_257,2025-04-25,SHIPPED
ORD_502,CUST_353,2026-02-19,CANCELLED
ORD_503,CUST_469,2025-11-20,SHIPPED
ORD_504,CUST_314,2025-12-28,PLACED
ORD_505,CUST_490,2026-02-11,SHIPPED
ORD_506,CUST_78,2025-08-31,CANCELLED
ORD_507,CUST_310,2025-10-11,SHIPPED
ORD_508,CUST_359,2025-07-13,SHIPPED
ORD_509,CUST_387,2025-07-19,CANCELLED
ORD_510,CUST_422,2025-12-30,PLACED
ORD_511,CUST_348,2025-06-19,PLACED
ORD_512,CUST_269,2025-09-04,CANCELLED
ORD_513,CUST_360,2025-10-17,PLACED
ORD_514,CUST_469,2025-07-06,PLACED
ORD_515,CUST_31,2025-07-14,CANCELLED
ORD_516,CUST_103,2025-07-01,CANCELLED
ORD_517,CUST_76,2026-01-26,SHIPPED
ORD_518,CUST_437,2025-07-28,SHIPPED
ORD_519,CUST_59,2025-05-07,PLACED
ORD_520,CUST_367,2025-06-26,SHIPPED
ORD_521,CUST_46,2025-08-02,SHIPPED
ORD_522,CUST_414,2026-03-23,SHIPPED
ORD_523,CUST_67,2025-08-01,SHIPPED
ORD_524,CUST_233,2025-07-06,PLACED
ORD_525,CUST_286,2025-08-27,CANCELLED
ORD_526,CUST_413,2025-11-14,CANCELLED
ORD_527,CUST_11,2025-09-30,SHIPPED
ORD_528,CUST_418,2026-04-19,CANCELLED
ORD_529,CUST_111,2025-06-28,PLACED
ORD_530,CUST_23,2025-09-16,SHIPPED
ORD_531,CUST_358,2026-03-19,CANCELLED
ORD_532,CUST_30,2026-03-16,SHIPPED
ORD_533,CUST_16,2025-11-25,SHIPPED
ORD_534,CUST_92,2026-02-10,CANCELLED
ORD_535,CUST_373,2025-05-25,SHIPPED
ORD_536,CUST_191,2025-10-07,SHIPPED
ORD_537,CUST_445,2025-10-09,SHIPPED
ORD_538,CUST_41,2025-05-06,CANCELLED
ORD_539,CUST_447,2025-07-18,PLACED
ORD_540,CUST_334,2025-10-24,PLACED
ORD_541,CUST_91,2025-07-19,SHIPPED
ORD_542,CUST_270,2026-02-14,CANCELLED
ORD_543,CUST_114,2026-04-19,PLACED
ORD_544,CUST_152,2025-08-26,CANCELLED
ORD_545,CUST_368,2025-07-16,SHIPPED
ORD_546,CUST_272,2025-10-08,PLACED
ORD_547,CUST_126,2025-08-28,SHIPPED
ORD_548,CUST_79,2025-11-30,PLACED
ORD_549,CUST_479,2026-02-22,PLACED
ORD_550,CUST_414,2025-05-17,SHIPPED
